zip_code,time,tavg,tmin,tmax,prcp,snow,wspd
60601,2023-07-12,20.7,17.2,26.7,43.4,0.0,14.3
60601,2023-07-13,21.2,17.8,25.6,0.0,0.0,8.9
60601,2023-07-14,25.9,20.6,32.2,4.3,0.0,14.8
60601,2023-07-15,24.8,20.6,28.9,3.6,0.0,14.5
60601,2023-07-16,23.7,19.4,27.8,0.0,0.0,15.1
60601,2023-07-17,23.1,18.9,26.7,0.0,0.0,13.8
60601,2023-07-18,22.0,16.7,25.6,0.0,0.0,9.3
60601,2023-07-19,24.1,16.7,29.4,0.0,0.0,9.4
60601,2023-07-20,26.0,21.7,31.1,0.0,0.0,18.9
60601,2023-07-21,23.3,20.0,27.2,0.0,0.0,11.3
60601,2023-07-22,23.1,17.8,30.0,1.0,0.0,10.2
60601,2023-07-23,23.8,18.3,29.4,2.0,0.0,9.2
60601,2023-07-24,25.7,20.6,30.6,0.0,0.0,7.7
60601,2023-07-25,26.7,20.6,32.2,0.0,0.0,10.6
60601,2023-07-26,27.9,24.4,32.8,4.3,0.0,14.6
60601,2023-07-27,28.9,23.9,32.8,0.0,0.0,8.0
60601,2023-07-28,28.4,21.7,33.9,34.5,0.0,15.0
60601,2023-07-29,24.2,21.1,28.3,0.5,0.0,12.8
60601,2023-07-30,23.4,19.4,26.7,0.0,0.0,10.6
60601,2023-07-31,23.2,17.8,27.8,0.0,0.0,8.7
60601,2023-08-01,25.1,20.6,29.4,0.0,0.0,11.2
60601,2023-08-02,25.0,20.6,29.4,0.0,0.0,13.2
60601,2023-08-03,25.6,18.9,32.2,0.0,0.0,5.9
60601,2023-08-04,25.6,22.2,29.4,0.0,0.0,14.6
60601,2023-08-05,23.1,19.4,24.4,12.2,0.0,17.3
60601,2023-08-06,20.4,18.9,22.2,4.8,0.0,18.3
60601,2023-08-07,22.5,19.4,26.7,0.0,0.0,15.0
60601,2023-08-08,23.3,17.8,29.4,0.0,0.0,10.8
60601,2023-08-09,22.6,18.9,26.1,0.3,0.0,10.7
60601,2023-08-10,23.2,18.3,29.4,0.0,0.0,15.1
60601,2023-08-11,25.0,21.7,29.4,0.8,0.0,15.3
60601,2023-08-12,26.1,22.2,30.6,0.0,0.0,14.0
60601,2023-08-13,22.8,19.4,27.2,0.0,0.0,12.2
60601,2023-08-14,21.6,17.8,24.4,69.6,0.0,12.3
60601,2023-08-15,20.5,17.2,25.6,1.8,0.0,18.2
60601,2023-08-16,21.9,14.4,27.2,0.0,0.0,13.0
60601,2023-08-17,22.0,16.7,27.2,12.7,0.0,23.2
60601,2023-08-18,20.7,14.4,26.1,0.0,0.0,8.5
60601,2023-08-19,22.9,17.2,28.3,0.0,0.0,15.8
60601,2023-08-20,26.7,22.2,32.8,0.0,0.0,11.5
60601,2023-08-21,24.4,21.7,28.3,0.0,0.0,14.8
60601,2023-08-22,26.3,21.1,31.1,0.0,0.0,12.5
60601,2023-08-23,30.7,23.9,36.7,0.0,0.0,19.7
60601,2023-08-24,31.8,23.3,37.8,0.0,0.0,20.2
60601,2023-08-25,23.8,21.7,27.8,0.0,0.0,12.8
60601,2023-08-26,22.2,18.3,24.4,0.0,0.0,18.2
60601,2023-08-27,21.0,18.9,23.9,0.0,0.0,17.1
60601,2023-08-28,21.8,15.6,25.6,0.0,0.0,7.4
60601,2023-08-29,22.4,17.2,30.0,0.0,0.0,17.8
60601,2023-08-30,18.6,13.9,21.7,0.0,0.0,20.3
60601,2023-08-31,19.0,12.2,24.4,0.0,0.0,8.7
60601,2023-09-01,22.3,15.6,28.3,0.0,0.0,11.7
60601,2023-09-02,24.6,17.8,31.1,0.0,0.0,14.4
60601,2023-09-03,27.4,20.0,33.9,0.0,0.0,19.4
60601,2023-09-04,28.0,21.7,33.9,0.0,0.0,15.2
60601,2023-09-05,27.9,24.4,33.3,0.0,0.0,19.0
60601,2023-09-06,23.1,19.4,27.2,9.7,0.0,21.1
60601,2023-09-07,20.2,17.8,21.7,0.3,0.0,13.5
60601,2023-09-08,18.1,15.6,20.6,1.0,0.0,15.8
60601,2023-09-09,18.5,13.3,23.9,0.0,0.0,11.4
60601,2023-09-10,20.5,12.8,26.7,0.0,0.0,5.9
60601,2023-09-11,18.4,15.6,21.7,35.1,0.0,10.8
60601,2023-09-12,17.3,13.3,21.7,0.0,0.0,13.0
60601,2023-09-13,16.5,12.2,21.7,0.0,0.0,9.1
60601,2023-09-14,17.1,10.6,21.7,0.0,0.0,6.3
60601,2023-09-15,19.2,12.2,25.0,0.0,0.0,7.2
60601,2023-09-16,18.4,15.6,22.2,0.8,0.0,7.2
60601,2023-09-17,17.1,12.8,20.6,20.8,0.0,15.2
60601,2023-09-18,16.9,11.7,21.7,0.0,0.0,10.4
60601,2023-09-19,16.5,14.4,19.4,6.4,0.0,11.9
60601,2023-09-20,21.7,16.1,26.7,0.0,0.0,12.0
60601,2023-09-21,21.4,18.9,24.4,1.0,0.0,5.9
60601,2023-09-22,22.0,18.3,25.6,0.3,0.0,9.5
60601,2023-09-23,21.9,17.8,25.6,0.0,0.0,15.4
60601,2023-09-24,20.3,15.0,25.0,0.0,0.0,12.4
60601,2023-09-25,20.6,17.2,24.4,0.5,0.0,14.4
60601,2023-09-26,20.0,17.8,23.3,6.4,0.0,15.8
60601,2023-09-27,19.0,17.2,21.1,0.0,0.0,15.0
60601,2023-09-28,18.9,16.1,21.1,0.0,0.0,11.8
60601,2023-09-29,18.8,13.9,24.4,0.0,0.0,7.1
60601,2023-09-30,21.6,15.0,28.3,0.0,0.0,10.0
60601,2023-10-01,22.7,17.2,29.4,0.0,0.0,7.5
60601,2023-10-02,23.3,17.2,29.4,0.0,0.0,7.0
60601,2023-10-03,24.6,18.3,30.6,0.0,0.0,11.6
60601,2023-10-04,24.9,20.6,29.4,0.5,0.0,19.4
60601,2023-10-05,19.5,15.6,21.7,10.7,0.0,11.9
60601,2023-10-06,11.5,7.2,16.1,0.8,0.0,17.9
60601,2023-10-07,10.7,7.2,15.0,0.0,0.0,17.8
60601,2023-10-08,10.1,7.2,13.3,0.0,0.0,11.2
60601,2023-10-09,10.0,6.1,15.0,0.0,0.0,13.3
60601,2023-10-10,11.0,4.4,17.2,0.0,0.0,15.1
60601,2023-10-11,12.2,5.0,19.4,9.9,0.0,8.2
60601,2023-10-12,14.1,11.7,17.2,11.9,0.0,18.1
60601,2023-10-13,13.9,12.2,15.0,13.0,0.0,20.1
60601,2023-10-14,12.3,10.0,13.3,8.4,0.0,24.0
60601,2023-10-15,11.1,7.8,15.0,0.0,0.0,20.2
60601,2023-10-16,10.9,6.1,12.2,0.0,0.0,15.1
60601,2023-10-17,10.9,4.4,17.2,0.0,0.0,7.6
60601,2023-10-18,13.5,7.8,19.4,3.0,0.0,15.3
60601,2023-10-19,13.4,12.2,14.4,4.8,0.0,13.7
60601,2023-10-20,12.1,8.3,15.6,0.0,0.0,15.9
60601,2023-10-21,11.9,7.2,18.3,0.0,0.0,18.8
60601,2023-10-22,9.9,5.6,15.0,0.0,0.0,11.7
60601,2023-10-23,12.9,7.2,19.4,0.0,0.0,14.7
60601,2023-10-24,20.6,14.4,27.8,0.0,0.0,21.7
60601,2023-10-25,17.7,15.6,19.4,6.1,0.0,14.3
60601,2023-10-26,19.3,17.8,22.2,8.9,0.0,19.4
60601,2023-10-27,16.9,7.8,21.7,2.5,0.0,18.3
60601,2023-10-28,8.0,4.4,10.0,2.3,0.0,17.3
60601,2023-10-29,7.3,3.9,9.4,1.5,0.0,19.0
60601,2023-10-30,3.0,-0.6,6.7,0.0,0.0,17.2
60601,2023-10-31,0.5,-1.7,2.8,0.3,0.0,20.3
60601,2023-11-01,2.1,-2.8,5.0,0.0,0.0,14.0
60601,2023-11-02,7.0,1.1,12.8,0.0,0.0,18.9
60601,2023-11-03,10.7,6.7,14.4,0.0,0.0,19.5
60601,2023-11-04,10.1,5.6,15.0,0.0,0.0,9.5
60601,2023-11-05,9.9,2.2,16.1,0.0,0.0,9.3
60601,2023-11-06,15.8,12.2,21.7,0.0,0.0,23.5
60601,2023-11-07,10.0,7.8,13.9,0.0,0.0,16.6
60601,2023-11-08,11.4,8.9,16.1,0.5,0.0,15.3
60601,2023-11-09,9.4,5.6,13.9,0.0,0.0,16.2
60601,2023-11-10,5.6,1.7,8.9,0.0,0.0,13.9
60601,2023-11-11,6.2,-0.6,11.1,0.0,0.0,7.2
60601,2023-11-12,9.8,5.6,14.4,0.0,0.0,16.1
60601,2023-11-13,10.6,3.9,17.8,0.0,0.0,12.6
60601,2023-11-14,10.0,2.2,17.2,0.0,0.0,11.3
60601,2023-11-15,12.3,6.1,19.4,0.0,0.0,12.7
60601,2023-11-16,14.4,8.3,19.4,0.0,0.0,18.4
60601,2023-11-17,10.2,2.2,17.2,0.3,0.0,15.8
60601,2023-11-18,6.1,0.0,11.7,0.0,0.0,11.2
60601,2023-11-19,8.0,2.2,12.2,0.0,0.0,9.3
60601,2023-11-20,8.1,6.1,10.0,8.9,0.0,21.5
60601,2023-11-21,5.9,2.8,7.8,17.8,0.0,16.2
60601,2023-11-22,4.2,0.6,8.3,0.0,0.0,12.4
60601,2023-11-23,4.4,1.1,8.9,0.0,0.0,15.7
60601,2023-11-24,0.4,-1.7,2.8,0.0,0.0,19.7
60601,2023-11-25,0.9,-1.7,3.9,0.0,0.0,6.0
60601,2023-11-26,0.2,-1.7,1.7,1.8,0.0,11.4
60601,2023-11-27,-4.0,-7.2,-1.1,0.0,0.0,23.5
60601,2023-11-28,-6.6,-8.9,-3.3,0.0,0.0,19.6
60601,2023-11-29,0.1,-6.1,5.6,0.0,0.0,16.1
60601,2023-11-30,7.0,0.0,12.8,0.0,0.0,17.1
60601,2023-12-01,6.7,6.1,7.8,23.1,0.0,10.5
60601,2023-12-02,5.9,5.0,7.8,0.0,0.0,10.2
60601,2023-12-03,4.6,3.3,5.6,8.4,0.0,12.9
60601,2023-12-04,3.6,1.1,5.6,0.0,0.0,10.6
60601,2023-12-05,2.9,0.6,5.6,2.3,0.0,13.4
60601,2023-12-06,2.7,0.0,5.0,0.0,0.0,18.3
60601,2023-12-07,7.3,2.8,11.7,0.0,0.0,16.2
60601,2023-12-08,10.8,7.2,13.3,0.0,0.0,23.3
60601,2023-12-09,8.8,2.2,13.9,5.3,0.0,26.9
60601,2023-12-10,1.5,0.0,2.2,0.0,0.0,18.7
60601,2023-12-11,0.6,-1.7,2.8,0.0,0.0,13.6
60601,2023-12-12,1.2,-2.2,4.4,0.0,0.0,16.0
60601,2023-12-13,0.7,-5.0,5.6,0.0,0.0,8.9
60601,2023-12-14,5.0,-0.6,11.1,0.0,0.0,12.1
60601,2023-12-15,7.6,2.2,12.2,0.0,0.0,11.2
60601,2023-12-16,7.0,5.6,9.4,16.3,0.0,14.2
60601,2023-12-17,5.9,2.8,7.2,0.0,0.0,17.5
60601,2023-12-18,-0.8,-5.6,2.8,0.3,0.0,26.9
60601,2023-12-19,-2.7,-7.8,1.1,0.0,0.0,15.7
60601,2023-12-20,3.1,-0.6,6.1,0.0,0.0,10.1
60601,2023-12-21,6.3,1.7,10.0,0.0,0.0,8.1
60601,2023-12-22,7.3,6.7,8.3,14.7,0.0,9.6
60601,2023-12-23,8.4,7.2,10.6,0.0,0.0,4.2
60601,2023-12-24,11.4,10.0,13.3,0.0,0.0,13.0
60601,2023-12-25,13.0,10.6,15.6,8.9,0.0,20.5
60601,2023-12-26,4.9,0.6,10.6,0.3,0.0,11.7
60601,2023-12-27,4.1,-0.6,6.7,0.0,0.0,15.5
60601,2023-12-28,4.9,3.3,6.7,5.8,0.0,17.4
60601,2023-12-29,4.8,0.0,6.7,6.1,0.0,17.3
60601,2023-12-30,1.0,-1.7,3.9,0.0,0.0,13.0
60601,2023-12-31,1.3,0.0,3.3,0.5,0.0,17.7
60601,2024-01-01,0.1,-1.7,1.1,0.0,0.0,19.3
60601,2024-01-02,0.7,-2.2,5.0,0.0,0.0,21.5
60601,2024-01-03,1.4,0.0,2.8,0.0,0.0,12.7
60601,2024-01-04,0.8,-2.2,3.3,0.0,0.0,10.2
60601,2024-01-05,0.5,-2.2,2.8,0.8,0.0,10.7
60601,2024-01-06,0.7,-0.6,1.7,2.5,25.0,8.4
60601,2024-01-07,1.0,0.6,1.7,1.3,25.0,14.2
60601,2024-01-08,1.8,0.0,3.3,1.3,0.0,14.3
60601,2024-01-09,1.6,1.1,2.8,20.3,51.0,19.1
60601,2024-01-10,0.6,-0.6,1.7,0.0,25.0,20.2
60601,2024-01-11,0.0,-2.2,1.7,0.3,25.0,14.6
60601,2024-01-12,1.7,-0.6,3.3,16.5,76.0,23.2
60601,2024-01-13,-6.6,-16.7,1.1,1.3,76.0,27.7
60601,2024-01-14,-21.0,-22.8,-16.7,0.0,51.0,29.8
60601,2024-01-15,-19.4,-22.8,-15.6,0.0,25.0,20.0
60601,2024-01-16,-17.0,-20.6,-15.0,0.0,25.0,26.7
60601,2024-01-17,-10.1,-15.6,-5.0,0.0,25.0,21.5
60601,2024-01-18,-5.6,-10.6,-2.2,1.8,51.0,8.0
60601,2024-01-19,-11.2,-14.4,-8.9,0.8,51.0,23.8
60601,2024-01-20,-11.1,-15.0,-6.7,0.0,51.0,16.5
60601,2024-01-21,-10.4,-16.7,-5.6,0.0,51.0,15.8
60601,2024-01-22,-1.0,-5.6,1.7,0.3,51.0,20.5
60601,2024-01-23,2.0,1.1,3.3,7.4,25.0,5.5
60601,2024-01-24,3.2,1.1,4.4,6.4,25.0,9.4
60601,2024-01-25,4.1,3.3,5.6,7.9,0.0,12.9
60601,2024-01-26,4.4,3.9,5.6,5.1,0.0,11.0
60601,2024-01-27,4.1,3.3,5.6,1.8,0.0,11.6
60601,2024-01-28,3.5,1.7,5.0,1.3,0.0,19.8
60601,2024-01-29,1.8,-0.6,4.4,0.0,0.0,17.9
60601,2024-01-30,4.1,2.8,4.4,0.0,0.0,14.7
60601,2024-01-31,3.6,2.8,4.4,0.0,0.0,17.6
60601,2024-02-01,5.7,2.2,13.3,0.0,0.0,16.4
60601,2024-02-02,3.6,0.6,6.1,0.0,0.0,15.4
60601,2024-02-03,1.6,-0.6,4.4,0.0,0.0,10.9
60601,2024-02-04,3.4,0.0,8.3,0.0,0.0,15.2
60601,2024-02-05,2.7,0.6,6.7,0.0,0.0,15.3
60601,2024-02-06,2.7,0.6,6.1,0.0,0.0,8.1
60601,2024-02-07,4.7,-1.1,8.9,0.0,0.0,10.5
60601,2024-02-08,12.0,8.3,15.6,4.3,0.0,28.1
60601,2024-02-09,9.6,3.3,14.4,0.0,0.0,19.9
60601,2024-02-10,2.8,0.6,6.1,0.0,0.0,12.7
60601,2024-02-11,1.1,-1.7,6.1,0.0,0.0,9.2
60601,2024-02-12,2.3,-3.9,7.8,0.0,0.0,6.6
60601,2024-02-13,1.9,-1.1,5.6,0.0,0.0,12.1
60601,2024-02-14,3.4,-2.8,8.9,0.0,0.0,9.5
60601,2024-02-15,4.9,0.0,7.8,1.5,0.0,22.9
60601,2024-02-16,-1.0,-5.6,0.6,0.0,0.0,14.8
60601,2024-02-17,-5.9,-10.0,-1.1,0.0,0.0,26.3
60601,2024-02-18,1.4,-4.4,8.3,0.0,0.0,17.9
60601,2024-02-19,3.6,-3.3,11.1,0.0,0.0,7.7
60601,2024-02-20,7.3,0.0,14.4,0.0,0.0,13.8
60601,2024-02-21,12.8,7.8,20.0,0.0,0.0,17.5
60601,2024-02-22,11.2,7.8,16.1,0.0,0.0,10.3
60601,2024-02-23,5.0,-1.7,11.1,3.8,51.0,20.1
60601,2024-02-24,-0.8,-4.4,2.2,0.0,0.0,17.0
60601,2024-02-25,8.0,0.0,16.7,0.0,0.0,15.7
60601,2024-02-26,14.1,5.6,22.2,0.0,0.0,16.7
60601,2024-02-27,17.2,11.7,23.3,13.0,0.0,20.1
60601,2024-02-28,0.1,-5.0,11.7,0.8,0.0,27.1
60601,2024-02-29,0.7,-6.7,7.8,0.0,0.0,16.4
60601,2024-03-01,4.9,0.0,8.3,0.0,0.0,14.8
60601,2024-03-02,9.4,2.8,15.6,0.0,0.0,14.5
60601,2024-03-03,15.2,7.2,23.3,0.0,0.0,27.0
60601,2024-03-04,17.2,7.2,22.2,5.1,0.0,15.4
60601,2024-03-05,5.7,4.4,7.2,24.4,0.0,23.9
60601,2024-03-06,6.5,4.4,10.0,0.0,0.0,20.1
60601,2024-03-07,6.5,3.9,10.0,0.0,0.0,13.4
60601,2024-03-08,7.1,5.0,8.3,23.4,0.0,16.6
60601,2024-03-09,5.1,1.1,8.3,0.0,0.0,21.1
60601,2024-03-10,3.7,-0.6,9.4,0.0,0.0,18.3
60601,2024-03-11,10.2,0.6,20.0,0.0,0.0,21.0
60601,2024-03-12,15.8,8.9,22.2,0.0,0.0,21.5
60601,2024-03-13,14.2,8.9,20.6,3.8,0.0,10.5
60601,2024-03-14,10.7,5.6,19.4,20.8,0.0,21.2
60601,2024-03-15,6.1,3.3,11.1,0.0,0.0,18.2
60601,2024-03-16,9.0,4.4,15.6,0.0,0.0,27.6
60601,2024-03-17,2.9,-0.6,6.1,0.0,0.0,22.8
60601,2024-03-18,-0.5,-3.3,2.8,0.0,0.0,20.0
60601,2024-03-19,6.5,-1.1,15.0,0.0,0.0,26.2
60601,2024-03-20,3.1,-0.6,7.2,0.0,0.0,20.7
60601,2024-03-21,1.3,-2.2,5.0,0.0,0.0,9.8
60601,2024-03-22,2.0,-0.6,4.4,3.6,0.0,17.3
60601,2024-03-23,1.7,0.0,4.4,0.0,0.0,19.9
60601,2024-03-24,5.3,0.6,10.0,0.0,0.0,21.4
60601,2024-03-25,13.5,8.3,18.9,11.9,0.0,20.5
60601,2024-03-26,9.0,1.1,14.4,2.0,0.0,32.4
60601,2024-03-27,2.1,-1.1,6.7,0.0,0.0,24.6
60601,2024-03-28,5.3,-0.6,11.1,0.0,0.0,14.0
60601,2024-03-29,6.4,2.2,11.7,5.1,0.0,13.5
60601,2024-03-30,11.2,5.0,17.8,13.2,0.0,16.9
60601,2024-03-31,6.6,4.4,10.6,13.0,0.0,15.4
60601,2024-04-01,7.6,6.7,10.6,11.4,0.0,21.1
60601,2024-04-02,6.8,2.8,16.7,4.1,0.0,23.7
60601,2024-04-03,3.1,1.7,4.4,6.4,0.0,25.7
60601,2024-04-04,4.3,2.8,6.1,2.5,0.0,20.2
60601,2024-04-05,5.8,2.8,10.0,0.0,0.0,15.7
60601,2024-04-06,6.3,0.6,11.7,0.0,0.0,12.3
60601,2024-04-07,8.5,4.4,11.1,11.4,0.0,18.1
60601,2024-04-08,16.1,8.9,22.8,0.0,0.0,16.9
60601,2024-04-09,15.0,10.0,17.8,0.0,0.0,16.3
60601,2024-04-10,14.3,6.7,20.0,0.0,0.0,9.3
60601,2024-04-11,12.4,10.0,14.4,2.0,0.0,14.9
60601,2024-04-12,12.5,7.8,18.3,1.3,0.0,21.3
60601,2024-04-13,15.2,6.1,21.7,0.0,0.0,16.7
60601,2024-04-14,21.0,14.4,27.2,0.0,0.0,17.7
60601,2024-04-15,16.9,10.0,23.3,0.0,0.0,14.7
60601,2024-04-16,19.1,11.7,27.2,1.0,0.0,20.9
60601,2024-04-17,17.5,12.2,21.1,0.3,0.0,31.4
60601,2024-04-18,12.0,8.3,15.6,1.8,0.0,13.6
60601,2024-04-19,10.6,6.1,14.4,0.0,0.0,26.2
60601,2024-04-20,5.6,2.2,9.4,0.0,0.0,20.5
60601,2024-04-21,8.6,1.7,15.0,0.0,0.0,13.6
60601,2024-04-22,13.7,5.6,20.0,0.0,0.0,21.3
60601,2024-04-23,14.4,6.1,17.8,0.5,0.0,23.9
60601,2024-04-24,5.2,2.8,8.3,0.0,0.0,21.8
60601,2024-04-25,8.2,1.1,13.9,0.0,0.0,10.9
60601,2024-04-26,11.9,7.2,17.8,10.9,0.0,21.0
60601,2024-04-27,21.2,15.6,26.1,0.5,0.0,26.3
60601,2024-04-28,21.2,16.7,25.0,33.3,0.0,20.1
60601,2024-04-29,18.4,12.2,21.1,28.7,0.0,18.0
60601,2024-04-30,17.7,10.0,23.9,0.0,0.0,10.1
60601,2024-05-01,21.3,15.6,25.6,0.0,0.0,18.1
60601,2024-05-02,19.2,13.9,27.8,22.9,0.0,13.5
60601,2024-05-03,17.1,11.7,20.0,2.5,0.0,12.1
60601,2024-05-04,19.4,10.6,27.8,2.5,0.0,12.5
60601,2024-05-05,14.3,11.1,18.3,0.0,0.0,13.2
60601,2024-05-06,16.4,10.0,21.7,0.0,0.0,13.4
60601,2024-05-07,19.2,15.6,25.0,27.4,0.0,15.3
60601,2024-05-08,19.5,12.2,25.6,0.0,0.0,12.7
60601,2024-05-09,14.0,10.6,18.3,16.0,0.0,18.0
60601,2024-05-10,14.9,8.9,20.6,0.5,0.0,13.6
60601,2024-05-11,15.4,11.1,21.7,0.0,0.0,17.3
60601,2024-05-12,20.8,10.6,28.9,0.0,0.0,14.1
60601,2024-05-13,20.6,16.7,27.8,10.7,0.0,14.2
60601,2024-05-14,14.3,11.7,17.8,0.0,0.0,17.5
60601,2024-05-15,15.6,12.2,21.1,0.0,0.0,19.6
60601,2024-05-16,18.3,11.1,24.4,4.6,0.0,11.0
60601,2024-05-17,20.4,15.6,27.2,0.0,0.0,11.7
60601,2024-05-18,24.1,16.1,30.6,0.0,0.0,11.0
60601,2024-05-19,22.2,17.2,25.0,0.0,0.0,14.8
60601,2024-05-20,24.3,17.2,29.4,5.3,0.0,16.1
60601,2024-05-21,25.8,17.2,32.8,0.0,0.0,22.8
60601,2024-05-22,22.1,17.8,27.2,0.0,0.0,25.7
60601,2024-05-23,21.4,13.9,26.7,0.0,0.0,10.3
60601,2024-05-24,21.6,18.9,26.1,14.7,0.0,14.1
60601,2024-05-25,19.1,15.0,23.3,0.0,0.0,15.1
60601,2024-05-26,18.2,15.0,23.9,20.3,0.0,14.1
60601,2024-05-27,18.2,15.0,23.9,0.0,0.0,17.2
60601,2024-05-28,17.4,13.3,22.8,3.0,0.0,12.1
60601,2024-05-29,16.1,11.7,21.7,0.0,0.0,17.0
60601,2024-05-30,15.8,9.4,21.7,0.0,0.0,12.0
60601,2024-05-31,20.8,12.2,27.2,0.0,0.0,11.1
60601,2024-06-01,18.9,16.1,20.6,13.7,0.0,12.4
60601,2024-06-02,19.3,15.6,24.4,0.0,0.0,10.1
60601,2024-06-03,24.4,16.1,31.7,0.0,0.0,14.6
60601,2024-06-04,26.4,21.7,31.7,5.6,0.0,16.3
60601,2024-06-05,23.5,20.6,27.2,9.1,0.0,17.4
60601,2024-06-06,22.9,18.3,26.7,0.0,0.0,23.1
60601,2024-06-07,21.6,15.6,26.7,0.0,0.0,19.3
60601,2024-06-08,19.0,13.3,26.7,6.4,0.0,14.0
60601,2024-06-09,19.4,12.8,27.8,0.0,0.0,19.5
60601,2024-06-10,16.0,12.8,20.6,0.0,0.0,19.3
60601,2024-06-11,19.6,10.0,26.1,0.0,0.0,7.5
60601,2024-06-12,26.7,20.0,33.3,0.0,0.0,14.9
60601,2024-06-13,27.6,22.8,32.8,0.5,0.0,15.7
60601,2024-06-14,23.9,18.3,30.6,0.0,0.0,13.7
60601,2024-06-15,24.4,16.7,30.0,0.0,0.0,15.1
60601,2024-06-16,27.7,21.7,35.6,0.0,0.0,20.5
60601,2024-06-17,31.2,26.1,36.1,0.0,0.0,20.5
60601,2024-06-18,29.5,26.1,35.0,0.0,0.0,24.5
60601,2024-06-19,30.0,25.6,35.0,0.0,0.0,15.9
60601,2024-06-20,25.0,19.4,30.0,0.0,0.0,11.3
60601,2024-06-21,28.1,20.0,35.0,0.0,0.0,9.6
60601,2024-06-22,29.9,22.8,35.0,39.1,0.0,22.4
60601,2024-06-23,24.3,21.7,28.3,1.5,0.0,17.2
60601,2024-06-24,26.1,19.4,31.1,0.0,0.0,9.2
60601,2024-06-25,26.4,22.8,29.4,11.4,0.0,23.0
60601,2024-06-26,25.9,18.9,30.6,0.0,0.0,14.2
60601,2024-06-27,19.8,17.2,22.8,0.0,0.0,17.8
60601,2024-06-28,21.9,19.4,24.4,5.3,0.0,12.2
60601,2024-06-29,27.4,22.8,31.7,0.0,0.0,17.1
60601,2024-06-30,19.4,16.1,22.8,0.0,0.0,23.6
60601,2024-07-01,19.7,15.6,23.3,0.0,0.0,12.8
60601,2024-07-02,24.4,19.4,30.0,0.0,0.0,18.3
60601,2024-07-03,27.5,23.9,32.2,0.0,0.0,13.7
60601,2024-07-04,25.6,22.2,28.9,0.0,0.0,6.3
60601,2024-07-05,24.6,21.1,29.4,0.0,0.0,19.4
60601,2024-07-06,23.1,18.3,27.2,0.0,0.0,8.8
60601,2024-07-07,23.9,19.4,31.7,17.5,0.0,12.2
60601,2024-07-08,25.6,21.7,30.6,0.0,0.0,13.8
60601,2024-07-09,24.1,20.6,26.7,19.6,0.0,6.6
60601,2024-07-10,23.3,19.4,28.9,14.0,0.0,13.4
60601,2024-07-11,23.3,20.6,27.2,0.0,0.0,9.8
60601,2024-07-12,25.1,19.4,29.4,0.0,0.0,9.3
60601,2024-07-13,26.9,20.0,33.3,18.8,0.0,12.1
60601,2024-07-14,25.2,20.0,26.7,47.2,0.0,15.2
60601,2024-07-15,26.8,21.1,32.8,8.1,0.0,12.2
60601,2024-07-16,25.3,21.1,30.6,0.0,0.0,14.7
60601,2024-07-17,24.5,20.6,28.9,0.0,0.0,16.8
60601,2024-07-18,21.1,18.3,23.9,0.0,0.0,16.1
60601,2024-07-19,22.0,16.1,26.7,0.0,0.0,8.1
60601,2024-07-20,23.4,17.8,27.2,0.0,0.0,8.7
60601,2024-07-21,24.1,19.4,28.9,0.0,0.0,7.0
60601,2024-07-22,24.5,19.4,28.9,0.0,0.0,8.2
60601,2024-07-23,25.2,19.4,30.0,25.9,0.0,13.4
60601,2024-07-24,22.3,19.4,25.0,0.3,0.0,10.9
60601,2024-07-25,22.2,18.9,25.6,0.0,0.0,13.2
60601,2024-07-26,22.5,16.1,27.2,0.0,0.0,8.6
60601,2024-07-27,25.0,19.4,30.0,0.0,0.0,10.0
60601,2024-07-28,25.2,21.1,28.3,9.7,0.0,12.9
60601,2024-07-29,25.3,22.8,29.4,2.3,0.0,14.9
60601,2024-07-30,27.5,21.7,33.3,0.0,0.0,9.3
60601,2024-07-31,27.6,22.8,33.3,0.0,0.0,10.9
60601,2024-08-01,26.6,21.1,31.7,29.2,0.0,8.9
60601,2024-08-02,25.2,21.1,30.6,0.0,0.0,12.3
60601,2024-08-03,27.0,22.2,32.8,0.0,0.0,8.3
60601,2024-08-04,27.9,22.2,32.2,0.0,0.0,8.4
60601,2024-08-05,26.8,23.9,33.3,3.3,0.0,12.9
60601,2024-08-06,22.9,21.1,26.1,0.0,0.0,20.7
60601,2024-08-07,23.0,20.6,25.6,0.0,0.0,21.1
60601,2024-08-08,24.5,17.8,29.4,0.0,0.0,8.8
60601,2024-08-09,20.4,16.1,23.3,0.0,0.0,18.3
60601,2024-08-10,19.9,13.9,24.4,0.0,0.0,16.6
60601,2024-08-11,21.3,15.0,26.7,0.0,0.0,11.3
60601,2024-08-12,22.4,16.1,27.2,0.0,0.0,6.6
60601,2024-08-13,24.2,17.8,30.0,0.0,0.0,5.7
60601,2024-08-14,25.3,18.9,30.0,0.0,0.0,9.3
60601,2024-08-15,23.0,20.6,25.0,6.6,0.0,14.4
60601,2024-08-16,24.8,20.0,31.1,34.3,0.0,14.2
60601,2024-08-17,23.0,21.1,28.3,3.8,0.0,10.7
60601,2024-08-18,22.7,20.0,26.1,0.3,0.0,19.9
60601,2024-08-19,21.8,17.8,25.0,0.0,0.0,22.2
60601,2024-08-20,19.5,15.6,22.8,0.0,0.0,13.8
60601,2024-08-21,19.2,13.9,24.4,0.0,0.0,6.7
60601,2024-08-22,20.2,13.3,26.7,0.0,0.0,6.5
